salami_id,salami_length,youtube_id,youtube_length,coverage,coverage_percent,onset_in_youtube,onset_in_salami
515,614.9485833333333,bBnpH6sU0IU,633,379.9,0.6177752259233596,5.2,0.5
516,518.45225,w3eCpR12DPo,519,378.0,0.7290931807123991,0.8,0.3
517,418.35104166666673,HQ2m_xusIbE,419,346.2,0.8275346910115855,0.5,0.5
518,264.04575,5NXI9v7Rhzw,261,258.6,0.979375733182602,0.4,0.3
519,174.6611,iA-IY0KeO0A,175,170.9,0.9784662984488246,1.0,0.2
520,240.8751,mOTFeagqd-s,243,233.5,0.9693820573400903,1.3,0.5
522,270.23675,BeJX2QV_5VA,268,261.3,0.9669299234837602,0.7,0.2
524,190.7461,32kUctRq_so,193,185.3,0.971448433283826,0.8,0.5
526,182.4653,Gp9lZBgCW8Q,183,177.6,0.9733357520580624,0.2,0.2
527,162.8996,Gfw6wRr3ZL8,163,156.3,0.9594867022386796,0.3,0.4
528,293.48575,_FPTzVv-fog,294,288.4,0.9826712199825715,0.5,0.5
530,257.56735,Ojs6_2pZVME,258,247.6,0.9613019662624165,0.2,2.3
531,218.85391666666663,rvAN2MNfflg,219,209.3,0.9563456902568572,0.5,0.5
532,438.20408333333336,vZKFeI5Q6uA,433,379.9,0.8669476493924348,0.5,0.4
533,254.955125,LM8yBRZbHCM,259,245.7,0.9636990038933321,11.9,2.7
534,149.06004166666668,H5je_eK0V1w,155,141.8,0.9512945147103754,9.4,0.3
535,225.81540625,mN78bVtTImI,226,221.3,0.9800039938594757,0.3,0.2
536,401.71104166666674,-x-S-HzntaY,402,380.0,0.9459535850033164,0.4,0.4
538,52.77270833333333,1WoscbUDN2U,53.0,48.9,0.9266153196293856,0.6,0.5
539,293.4595625,oCojYVfs-Tg,295,289.6,0.9868480601990948,1.6,0.4
540,81.50204166666667,V4fFwY-RHXY,83.0,77.6,0.9521233875020512,0.3,0.4
542,266.50666666666666,sAypnmdiCEk,268,261.6,0.9815889533720233,1.8,0.6
543,135.0,hPhzPcFXOp8,135,127.7,0.945925925925926,0.6,0.5
548,312.58125,2WZiQXPVWho,314,309.5,0.9901425629336372,0.5,0.7
549,175.9608,DQk3wyFG6Fg,178,171.8,0.9763538242608581,0.2,0.4
550,153.73333333333332,XrjexLcQp1s,154,147.8,0.9614050303555942,1.0,0.9
551,260.63782312925173,rQ6-GWxcZrQ,261.0,251.5,0.9649405331139517,1.6,1.5
552,146.29104166666667,AQtW264rZlA,146.0,145.0,0.9911748412482536,0.1,0.1
555,153.6836875,8oBwR49sUxs,153,145.9,0.9493525459557964,0.9,0.9
556,265.09591666666665,HElU_-hb7Cc,267,261.5,0.9864354128427101,0.6,0.6
557,201.0133333333333,31AxHeYEDxc,205,192.4,0.9571504377819052,0.7,0.4
559,294.24325,XZyN6yY4n-k,294,285.6,0.970625494382624,0.5,0.7
560,147.72245833333332,3ELeiDSy8LY,149,143.5,0.9714162735918908,3.4,2.9
562,106.81470833333331,Vh6Chrq80W4,107,99.1,0.927774849983597,0.2,0.3
563,270.96,ntkqwuxUC1o,269,263.0,0.9706229701801005,0.5,0.3
564,226.742875,ZxNAuIWalzc,239,217.1,0.9574722028200445,18.2,0.4
565,300.1333333333333,edYTjmh_uOk,301,295.2,0.9835628609506886,0.5,0.4
566,218.11020833333333,wYoY40-W7bs,219,214.7,0.9843647467975383,0.6,0.5
567,274.44246875,Cbx7vhaIxi0,274,272.2,0.9918290024127324,0.8,0.3
568,605.03,3EnO9erUo2M,605,379.4,0.6270763433218187,0.5,0.5
570,221.14666666666668,GiU0afQ_ewM,225,217.6,0.9839623779090799,1.1,1.0
571,258.66979166666664,6h9fm5jdHns,259,252.7,0.9769211873245733,0.4,0.2
572,294.0395833333333,SCJTK4cKlow,294,288.0,0.9794599649990435,0.9,0.9
573,256.891156462585,zvR0XS_mrlU,257,245.9,0.9572147339988879,1.2,1.1
574,193.9853061224489,3sZbKp7Jzgg,194,191.1,0.9851261614597365,0.3,1.3
575,192.02666666666667,Z3w68Kt_iwY,192.0,189.6,0.9873628662685737,0.2,0.3
576,204.33333333333331,7whwQCLZ5tU,205,201.6,0.9866231647634585,0.5,0.3
578,313.626125,SvDKtObV2K4,313,308.7,0.9842930017389335,0.3,0.6
579,254.84,7RJOiUfIA6Y,255,245.6,0.9637419557369329,0.5,0.6
580,275.278375,A-Y9AYyD0iA,275,270.7,0.9833681995543602,1.4,0.6
581,381.570625,qATvokvWKBg,383,376.6,0.9869732503648572,0.3,0.3
582,287.007375,8H6YEpH0iII,288,281.9,0.9822047255754315,0.5,0.5
583,304.4571666666667,No_7lcumMiY,305,299.6,0.9840464695909605,0.6,0.6
584,256.026125,dzIK_dsViLI,261,251.4,0.981931043169911,1.2,0.6
586,140.8521875,j7OxdZdIofo,146,124.8,0.8860352275324086,11.0,11.0
587,195.34365,pCY7s6rNWWU,196,189.9,0.9721329564590403,0.4,0.3
589,202.7363125,k1pTLKR8StI,203,200.8,0.9904491086173821,0.3,0.3
590,160.88815,60OwtIio8LM,161,153.3,0.9528358676509117,1.1,0.7
591,237.79266666666663,s5J9YZtw8aI,237,231.9,0.975219308697493,0.2,0.4
592,122.82775,HIe4u8nBfh0,125,115.9,0.9435978433212365,2.1,0.1
594,431.9868125,8bs2NFMLO7k,432,379.9,0.8794249940210849,0.4,0.5
595,156.5256875,8SZBrWMmk_g,157,146.2,0.9340319939498748,0.6,0.3
596,179.4612,bjsLhEdWaT8,182,123.2,0.6864993658796442,45.8,45.7
597,156.5518125,1UagEgEp2ok,170,145.4,0.9287659956028934,9.5,7.1
598,191.3730625,KFFG0xX5Mao,196,170.1,0.888839828228176,21.1,17.9
599,361.0905625,tLLo5CpHu_U,363,305.0,0.8446634492143505,47.6,46.3
600,201.4302,hWVqSdkiI5U,196,192.9,0.9576518317511475,0.2,0.5
602,185.52166666666668,rUtBx3r-acE,185,178.4,0.9616127496339152,0.4,0.3
604,148.32325,80l8HEZ5zFw,161,128.0,0.8629800115625837,17.6,8.0
605,127.34695,h0pgCtF9Ea8,128,104.4,0.8198076200490079,19.3,17.3
606,162.19425,Gi_LO8fkE2o,165,153.0,0.943313341872477,2.9,0.5
607,178.311875,p5o6Qum2V_Y,176,167.5,0.939365367561751,7.9,6.2
608,119.45795833333334,J-mRtjTAigo,119,116.0,0.9710529262212543,0.5,0.5
610,249.399,w-G7-yLFmCQ,252,240.2,0.9631153292515207,9.1,3.4
611,304.56165,P-3bMig6jpk,304,292.6,0.9607250289062987,0.7,0.7
612,147.73333333333332,6sxnXO2RjVg,154,137.0,0.927346570397112,5.3,4.2
613,132.0,6p3FsA0olbQ,132,126.2,0.956060606060606,0.6,0.5
614,129.8808,6lPl5CRW7jg,130,125.8,0.9685804214325752,0.7,0.5
615,135.13333333333333,1sv-vo3ptRo,135,127.8,0.9457326097681302,0.7,0.5
616,155.73333333333332,f7QzxYAjgNc,164,152.2,0.9773116438356164,3.2,2.1
618,200.51591836734693,COiIC3A0ROM,199,177.7,0.886213929781136,0.7,0.7
619,167.9673125,bKSwNSa_URE,172,166.2,0.9894782355346669,0.6,0.2
620,177.684875,8akJBtulVvQ,181,152.9,0.8605121848440955,0.3,0.1
621,271.8041,MPs9c1jhMhw,272,265.8,0.9779101934076786,0.5,0.5
622,369.92,yUqnTAEMsuk,370,366.0,0.9894031141868511,0.4,0.3
623,152.86855,lnncO6iK4N4,150,146.9,0.9609563248948199,0.5,0.5
624,269.3485714285714,uZD3z7hbDKs,267,261.0,0.9690045824847251,0.4,0.4
626,183.24900000000002,tgUyDhwDFdU,185,174.2,0.9506191029691838,9.5,3.9
627,148.140375,kHQiYI6Rj8o,149,141.1,0.9524749751713535,5.2,5.2
628,176.9796,N8oNHMNCSjQ,177,117.5,0.6639183273100402,23.4,21.5
629,415.26855,AjGLMcrWrS8,415,379.9,0.9148296927373863,0.6,0.4
630,331.6244897959184,ZYyLM7vLRfs,334,322.4,0.9721839306813704,0.3,0.3
631,231.52325,LdR5_bqS8ok,237,228.0,0.9847823058807269,5.7,0.7
632,320.6008,IcBduw4vCxY,318,314.8,0.9819064706014459,0.4,0.4
634,242.21266666666668,DsCMWDwc7Kg,244,241.6,0.9974705424158934,0.3,0.1
635,185.91345,I4Jk8NIhWrY,183,137.8,0.7412051145304441,40.2,40.5
636,187.79429166666668,EeTpLVrNmFo,188,181.6,0.9670155487065523,0.5,0.5
637,255.1641,htwk10OZ2-w,255,248.1,0.9723154628727161,0.3,0.2
638,176.8750625,XAFjEV-6eiY,220,135.3,0.7649467261672346,1.0,1.2
639,188.6301875,15dC8md6TQQ,207,146.5,0.7766519343570074,32.2,25.4
640,219.0105625,g0cyMAFiH8c,223,38.1,0.17396421234249834,35.9,31.3
642,229.4,wSZP8TR__LQ,230,227.1,0.9899738448125545,0.6,0.2
643,208.9795625,AX8RpC42_9Q,210,117.9,0.5641700010736697,76.0,77.2
646,158.70666666666668,C6XpzAxYcQI,159,153.5,0.9671931445853986,0.6,0.6
647,218.10666666666665,aXeIRNL-uic,212,208.1,0.9541203081061255,2.9,0.2
648,317.23104166666667,pev0dINRaok,317,306.7,0.9668032434299659,1.8,1.7
650,224.86204166666667,7jRxpgELtPw,225,220.3,0.9797118195990171,0.2,0.1
651,95.26858333333334,MHQvrFBw714,101,89.8,0.9425982507349834,1.2,1.0
652,143.88779166666666,Uwsrk_Dhjgs,146,133.7,0.929196274759238,0.6,0.6
653,133.773,RFGo5cqcxP4,134,131.1,0.9800183893610818,0.7,0.7
654,409.8115419501134,-5EeoeeRp38,410,377.7,0.9216431489525437,2.3,2.3
655,230.19099999999997,nnkyT0D31qI,233,228.7,0.9935227702212511,1.7,1.0
658,264.1502083333333,zrIozuKUZ6w,267,257.9,0.9763384311798606,0.4,0.5
659,114.93875,y-3F4Nc_ijo,115,111.3,0.9683418342378005,0.7,0.3
660,229.0155102040816,IGL-ojxKkTo,235,223.0,0.9737331755446562,0.6,0.6
661,271.151,Hjc_pSD8ZSs,273,268.8,0.9913295543811382,1.1,1.2
662,256.86205,FPSb5QjgjAc,257,247.4,0.9631629117652841,0.6,0.6
663,365.33525,wnskDRTzlkk,366,362.4,0.9919655987206272,0.6,0.5
664,257.33225,F7SQpjhbcws,256,245.5,0.9540195603155066,0.5,0.2
666,61.7012,fOZqFj4g66c,62,58.9,0.9546005588221946,0.1,0.1
667,188.3951,O-ME8ArqoT4,186,183.1,0.9718936426690502,0.4,0.3
668,396.7232,QrWK5XWuGpk,397,380.0,0.9578466800025811,0.5,0.4
669,152.5811875,H42Ou13za30,152,145.1,0.9509691356937433,0.4,0.5
670,359.2359,byQKvmvu-II,359,358.2,0.9971163795155216,0.1,0.0
671,245.36815,PEzhRyEQ7-c,246,241.4,0.9838277706377131,1.0,0.6
672,258.0,oJyc9uAlzxs,259,250.6,0.9713178294573643,0.6,0.5
674,231.549375,jdb_3H-28dE,227,154.6,0.6676761705791691,1.7,1.7
675,182.0211875,2cyM2_suV0o,187,178.1,0.9784575216003356,2.1,0.6
676,233.82,H315jc_iHcI,230,152.6,0.652638781969036,16.8,17.0
677,397.190125,o0mp2VVC7lE,400,379.8,0.9562171264957808,1.6,0.5
678,592.0653,LSt9fp9sxZI,593,379.8,0.6414832958459143,0.5,0.5
679,26.566541666666666,nFBRR8ej7Yc,27,25.0,0.9410332859157117,0.3,0.2
680,1406.8,DXzSVT0oG7U,642,379.5,0.2697611600796133,16.6,0.7
682,181.31591666666668,98lRKph9OMA,190,175.6,0.9684753728643972,8.0,1.9
683,270.53333333333336,Qy4yXNWWruI,271,267.0,0.9869393790044356,0.3,0.2
684,183.37958333333333,F4LYes4fH4Y,189,181.1,0.9875690450818089,0.4,0.3
685,291.89225,Aqe0jodb280,293,278.7,0.9548043841520287,11.6,12.1
686,263.8105625,6-LUuAn5Obc,272,171.4,0.6497086332545916,31.9,33.2
687,270.9159375,E0E0ynyIUsg,256,218.9,0.8079997139334042,28.0,37.2
688,212.3547083333333,kl1hgXfX5-U,212,208.7,0.9827896053635105,1.8,0.4
690,69.6504375,NLN1M5Zp-ws,70,65.6,0.9418462016121578,0.5,0.4
691,252.70666666666668,wyLXrWwpsXQ,253,249.9,0.988893578852952,0.4,0.3
692,296.1555,vy1V5LHXWbg,298,286.2,0.9663842136985468,0.7,0.5
693,208.94666666666663,g4I8O6-xXYY,209,204.7,0.9796758343436923,0.6,0.6
694,167.7061,f0CeVPI27JE,168,165.5,0.9868454397305764,0.3,0.1
695,391.69199999999995,ZXgnpFz1HUk,392,380.0,0.9701500158287636,0.3,0.3
696,238.49795833333332,0vqgdSsfqPs,238,230.4,0.966046005634919,3.4,0.1
700,276.453875,cwF_PRpy6yI,302,173.0,0.62578251073529,120.2,98.0
701,297.4266666666667,_HfF-CFCq7Q,301,290.7,0.9773837808759581,5.8,0.2
702,209.04,rXKez6O5hno,209,194.6,0.9309223115193265,0.2,0.2
703,320.91429166666666,Vc8OlqyxtBQ,321,311.3,0.9700409364234455,2.3,1.8
704,265.0905625,XyNYrmmdUd4,265,254.8,0.961180954904798,1.9,2.0
706,320.4963333333333,2Nppf6SZB1c,324,316.0,0.9859707183337512,0.2,0.2
707,171.7945,cqM2w7tC_x0,173,167.7,0.9761662917031686,0.3,0.5
708,333.50525,y7Zv6kvMCj0,334,324.2,0.9720986401263548,0.8,0.9
709,55.46666666666667,dZa7GyPFQTI,56,54.5,0.9825721153846153,0.3,0.1
710,6.293333333333332,hImuF43NAX0,7,5.7,0.905720338983051,0.3,0.1
711,4.733333333333333,1ayxV1RnSqs,204,3.4,0.7183098591549295,0.6,0.5
712,21.603275,n8AcUaWvg00,22,20.1,0.9304144857666258,0.6,0.6
714,16.300416666666667,2J9C6AA1Le8,17,15.3,0.9386263132333018,0.3,0.1
715,105.30666666666669,TdYErPJlIjY,103,99.9,0.9486578880729297,1.8,1.6
716,17.214708333333334,XegemafQ1Is,17,16.7,0.9701006648868578,0.2,0.1
717,11.533333333333333,9B7oPiPjiAQ,12,11.0,0.953757225433526,0.6,0.3
718,52.13333333333333,vVg7ycwHHLs,52,46.0,0.8823529411764706,0.7,0.8
719,14.942041666666665,Thc7R7yO-o4,15,13.4,0.8967984629498982,0.3,0.1
720,18.466666666666665,GthWmeDO6tY,19,17.8,0.9638989169675092,0.2,0.2
722,74.449,tBcFPlkkMO8,75,55.6,0.7468199707182098,0.8,0.6
723,62.56,Ft327MrKCDY,63,59.0,0.9430946291560102,0.8,0.6
724,5.04,hoKqcW6NiCQ,5,4.0,0.7936507936507936,0.2,0.0
725,109.63591666666666,uPafy7n6E4I,485,103.9,0.9476821388368016,372.4,0.8
726,242.5992083333333,PZ-Q5AiARIU,244,235.6,0.9711490883197098,0.3,0.3
727,328.391125,rqb63q8hC8w,329,322.5,0.9820606449093288,1.0,0.4
728,348.68245,DMIYtJBQPR0,348,346.0,0.992306897006144,0.2,0.4
731,163.63104166666668,YgE5qwkHduo,166,161.8,0.9888099369898489,0.5,0.3
733,178.319875,6PNpP6owiJs,178,172.7,0.9684843038388177,0.4,0.4
735,135.11836734693878,czqN-ja128Q,136,121.2,0.8969913001449975,0.6,0.5
736,64.83591666666666,tfO3y2_5L-o,122,58.7,0.9053623827328218,1.1,1.1
738,82.0245,-tCeJ2BDEu8,259,78.3,0.9545928350675712,176.2,0.3
739,69.04166666666667,_DE1bgrCYT4,69,63.6,0.9211828605914303,0.4,0.3
740,92.05554166666668,i9vYKjFCDV8,91,87.8,0.9537720207863638,1.0,0.5
744,160.1006,KoUGH7nS5F0,160,158.7,0.9912517504618971,0.1,0.1
746,587.94435,c71v_3cNXgs,591,380.0,0.6463196729418355,0.7,0.4
747,233.42666666666668,nzZ8LrqMvB0,234,228.4,0.9784657565545211,0.2,0.1
748,345.5933,Ypusz56Y_mc,347,341.6,0.9884450884898521,1.7,0.5
749,281.9615,I7kqV84pvCM,282,276.8,0.9816943093294652,0.5,0.5
750,425.0645,bkLePF0WjR4,426,376.7,0.8862184444948943,2.4,3.4
751,213.44653061224489,wvv-c7KeFCw,214,207.7,0.9730774232040142,0.8,0.4
752,301.62666666666667,gMRNoW_L5NY,302,297.1,0.9849924851914067,1.5,1.4
754,213.6347083333333,Tg66IYsZJwQ,214,207.4,0.9708160327412468,0.6,0.5
757,196.80655,QE1_5b0UbYs,197,191.5,0.9730367205766273,0.6,0.6
760,272.14365,CyVcCQs7vPg,272,266.8,0.9803645978879171,0.4,0.5
762,373.23758333333336,uDs5Mi3o8L0,779,361.8,0.9693557566438357,1.0,0.4
763,256.3657,NgrAUX7Y25w,256,249.5,0.973219116285837,0.5,0.5
765,275.06941666666665,xVjuRaW8xa8,278,269.4,0.979389142074137,0.6,0.5
767,232.4375833333333,Cogw9dlwPgg,232,225.1,0.968432027092578,2.7,2.8
768,264.43755,lYyR7pIXMVk,265,257.3,0.9730085610005085,0.5,0.5
770,245.0445625,8W3jC4T9TWo,247,241.7,0.9863512070381075,0.5,0.3
771,196.98666666666668,9ehmzxP6UZU,268,43.7,0.22184242588330852,170.7,106.0
772,289.884025,OYn-o9LpYD4,163,138.6,0.4781222421621888,21.7,22.6
773,123.50666666666666,cstYOmTziPM,124,117.0,0.9473172838173378,0.9,0.7
774,226.89333333333332,pCDZ4er9l40,227,218.0,0.9608039019803727,1.4,1.1
775,210.42666666666668,nMrNYCguPdc,239,208.0,0.9884678747940692,20.9,0.4
776,193.70666666666668,7QyywLf00g0,205,168.5,0.8698719713656388,21.2,13.7
780,268.2933333333333,9QRqaMzN9xA,304,186.9,0.6966255839379785,73.3,67.5
781,185.61333333333332,AI40TN8sekA,186,184.8,0.9956181308814024,0.5,0.0
782,186.72325,PMigXnXMhQ4,187,154.2,0.8258211015500211,5.4,4.0
783,221.946125,uJIFSB8owlM,223,218.1,0.982670907185246,0.4,0.2
784,201.5869387755102,RixHMMTM0dQ,199,196.1,0.9727812783465077,0.7,0.7
786,146.7479375,GJW19nlzb3Q,147,139.9,0.9533353748157448,0.6,0.0
787,160.46666666666667,uhjqyPqcvEs,161,154.4,0.9621936019941837,2.0,0.7
790,180.506125,1yDN-mQmqaI,181,178.7,0.9899941068481748,0.8,0.4
791,227.1347083333333,8syDsF3IxEA,226,210.6,0.9272030749740473,4.2,1.1
794,89.20815,8Pnxe_6HL8w,91,82.2,0.921440473768372,0.8,0.6
798,200.88166666666663,bRiGzesm60Q,201,193.9,0.965244878825843,3.9,3.8
799,202.63185,yiwQBs6q3-c,203,198.4,0.9791155733908564,0.6,0.6
800,224.653,VeXrxSdHXa4,223,211.6,0.9418970590199107,3.3,3.3
802,249.8611875,KiygLeYdjsI,250,241.1,0.9649357805921738,0.5,0.5
804,77.79265,gEfNzsvSfEk,180,22.0,0.2828030668707134,7.5,6.2
805,214.4653,nfmSffmFmHY,215,207.1,0.9656573814038913,1.5,1.7
806,276.37333333333333,61klageOn-4,278,267.6,0.9682554998070244,2.0,0.3
807,196.728125,xN2UpPqCcSk,198,188.2,0.9566501993550743,3.6,0.6
808,170.6579375,KEG9DmQvw7c,182.0,162.9,0.9545410098490145,9.6,0.4
810,238.86666666666667,XzQSNJBozNY,240,228.7,0.9574379012001115,0.3,0.4
811,284.0294,s_76F95k0a8,284,278.1,0.9791239920937762,1.0,0.3
813,159.95575,bBA1D1T6FM4,164.0,157.5,0.984647316523476,2.2,0.3
814,275.35675,qE4KVDH_5ok,277,269.2,0.9776408241308775,0.5,0.4
815,463.33391666666665,EvpOkY_lZIE,464,380.0,0.8201428523381356,0.3,0.3
816,145.34525,toreHfq87SE,149,34.8,0.23942990913015733,0.4,0.3
818,397.32245833333326,19VERhSvRtc,395,380.1,0.9566537003582001,0.4,0.1
819,445.9102083333333,dXfcfJE8Q4Y,447,379.6,0.8512924640564316,0.4,0.4
822,234.8930625,3lzEA6vuYF8,244,64.4,0.27416731390268284,70.5,69.5
823,164.0228125,Ytyz_AW1WLw,168,148.8,0.9071908823658296,11.8,11.9
824,176.64,DGhEN4sn4gg,185,44.1,0.24966032608695654,118.0,117.1
827,341.49875,zvAo7syLiLI,344,334.8,0.980384262021457,0.9,0.6
828,196.9333333333333,ppT7JaGozmw,198,191.1,0.9703791469194314,1.8,1.3
829,172.8,kc_fKo0Ru3I,175,86.1,0.49826388888888884,29.2,28.1
831,176.16,gVIOWkk3c0E,176,173.5,0.9849000908265214,0.4,0.0
832,112.6661,g4xoxWmmdxM,116,106.4,0.9443834480824312,1.6,1.4
834,170.449,6iguNTrwxBY,173,166.4,0.9762450938403863,0.4,0.4
835,131.76165,I3VDO0BvtlU,134,127.4,0.9668974242505312,1.6,0.5
836,142.47185,KYzZpUwUiKE,140,135.7,0.9524688561284211,1.1,0.9
837,236.6955,7fkMH97SmoA,235,228.6,0.9657978288560618,0.8,0.5
838,213.13305,aQ-w0zjandw,209,204.0,0.957148598023629,0.3,0.3
839,232.51591666666667,BBi1FyV_OgY,234,227.7,0.9792877978604332,0.6,0.5
842,100.3101875,jAKiLWHfABA,109,87.8,0.8752849754168788,2.4,2.0
843,238.94204166666665,lsRre2LuQYI,239,233.4,0.9768059164975329,0.5,0.5
844,228.127375,7yjbxX31QLY,229,218.6,0.9582365991806112,0.6,0.4
845,215.87591666666665,EKQYo-F8lkk,217,209.6,0.9709281296238464,1.6,0.4
846,255.7649,cuD_qK-ToD0,254,185.8,0.7264483906900439,61.0,61.5
847,209.998375,pfQAEOAOqJE,210,201.2,0.9581026519848069,0.7,1.0
851,256.75758333333334,9f21woOt9GE,257,250.4,0.9752389656780667,0.2,0.1
852,434.860375,O6LhN_4BSr0,443,365.3,0.8400397483905035,9.5,7.2
853,223.3208125,OMnVKzksvVU,230,217.8,0.9752785580609511,4.7,0.6
854,72.58666666666667,ML9cmj_nVW8,73,71.6,0.9864070536370314,0.2,0.1
855,190.61553125,ZmKrD39Q79w,191,189.1,0.9920492772018019,0.7,0.5
858,314.25305,MDh5LfFSPxI,314,309.9,0.9861479466945507,0.4,0.7
859,535.3273125,oRvFyj2MLYk,534,379.9,0.7096592890541149,0.6,0.5
860,316.8391875,2f4U-EA2uuI,318,311.1,0.9818861184903147,0.7,0.4
861,313.2343,GKRRnCbP2Bo,340,306.2,0.9775430085402523,31.8,0.3
862,611.5265306122449,5T-u24iNetA,610,379.7,0.6209051954293038,0.9,0.4
863,630.3869583333334,-hwiCkU73NA,630,379.9,0.602645716219145,0.4,0.3
864,237.6098333333333,ChrmO2cF6FE,233,230.5,0.9700776974016929,0.1,0.5
866,197.511875,T-A_FpNd2lM,196,189.3,0.9584233859356558,2.3,2.3
867,146.4685625,i-U3TrMR1bc,120,79.2,0.5407303700410114,29.3,0.3
869,171.075875,rL4FcN9OKLY,176,140.7,0.8224420889269162,29.5,28.7
872,39.8366875,UNi5dR3RJJA,258,8.7,0.21839165216736456,45.4,14.8
877,433.92,P-z2jK5Y8JA,434,377.8,0.8706674041297935,2.4,2.4
878,1728.2612,hsOEJfy5jX0,1729,380.0,0.21987417179764263,761.6,0.4
880,326.5045,PWNXmKKkRmI,260,164.8,0.5047403634559401,0.1,62.8
883,408.71825,K5qqm4rlm8M,410,379.6,0.9287571572837768,1.4,1.0
884,400.35266666666666,rnEeZTphC-U,401,378.9,0.946415576933004,1.5,1.4
887,278.7265,4oXFxbJ8mNE,280,137.4,0.49295635685878453,86.8,87.9
890,355.16083333333336,lk-E0VbgxkU,355,346.6,0.9758958969293254,1.0,1.0
893,225.888875,SfwClbIp9Zg,223,221.0,0.9783571678773467,0.3,0.2
894,234.60575,pH5-1BnNK8U,235,226.6,0.9658757298148063,0.5,0.6
895,419.36983333333336,I3NXApQe-c8,419,380.0,0.9061214465036628,0.4,0.4
898,387.60491666666667,7tiZSMKyKO4,388,379.7,0.9796057368553331,0.4,0.5
899,112.4,_oLFctocYnk,115,110.5,0.9830960854092526,0.3,0.3
900,215.24900000000002,z5Ndq_tVnGA,212,207.4,0.9635352545191846,0.6,0.4
901,151.56245,cMPlMKDA04I,152,150.1,0.9903508421775973,0.8,0.3
904,173.6359,xypmAwADnd4,170,86.5,0.4981688694561436,73.9,73.0
906,305.76325,TpLsSNIQ0qU,308,297.8,0.9739561572556544,0.4,0.3
909,294.635125,gBcKAU_L7XE,292,290.4,0.985625865212099,0.2,0.5
910,196.25795833333333,oPE8m_Xt6yg,196,192.6,0.9813614776980382,0.4,0.6
911,82.703625,m5I_7nVDnTM,83,75.7,0.9153165898109061,0.3,0.4
914,305.7894,t2WG15hkH8M,307.0,300.8,0.9836835416793388,0.3,0.3
919,58.56654166666666,-RngRJDDEPk,53,50.2,0.8571446865637876,0.2,0.7
920,355.57879166666675,2GZLdgzO2lo,356,345.8,0.9724989456743703,1.7,1.6
925,164.075125,zbioGFjlybE,175,70.6,0.4302906976301252,100.1,87.4
930,470.0211875,NNhe9NUSZ94,469,379.9,0.8082614360868572,0.4,0.4
931,278.0735,Zg3AinOJoSk,278,273.2,0.9824740581177277,0.6,0.6
932,1149.8318125,KAHxibPnhOk,1150,378.2,0.32891766942654493,0.5,0.5
933,467.8008333333333,WdiQCHLd51Y,468,380.1,0.8125252733980453,0.3,0.3
934,475.0366875,41p1Fcq9liI,472,379.5,0.7988856650150836,0.5,0.5
935,587.1020416666668,zXkxDsrErH0,587,379.9,0.6470766119660203,0.5,0.5
936,210.8081632653061,1CifcnZGIoE,212,203.0,0.9629608116480795,2.1,0.3
938,214.4653333333333,NFnbpqs7JuI,214,204.0,0.9512026807751371,1.4,1.4
939,363.41554166666674,kQ5qkV7hJZQ,372,358.9,0.9875747150329401,10.1,1.7
941,251.45470833333331,0yP7wn9lZ7o,251,241.5,0.9604115254022718,0.5,0.5
942,191.0596,QiKJ8jzeC3k,190,186.7,0.9771819892850189,0.8,0.4
943,115.3305625,Eiva-FLAkhQ,115,107.7,0.9338374639419625,0.5,0.4
944,240.0653,1QkKcctcH7E,240,233.1,0.970985810943939,0.7,0.4
946,153.07755,ReZ8-OpYogI,154,148.9,0.9727095841290901,0.6,0.3
948,372.06205,i6U5JcS-Pao,372,363.4,0.9767188026835846,1.3,0.9
951,171.1804,iRzn7mgIH8o,175,164.9,0.9633112202097904,0.5,0.5
952,122.0702,KLFofUmOYfk,1523,78.7,0.6447109941656523,12.3,11.8
954,158.06695,FtRX-_gv8tM,159,149.4,0.9451691197938595,0.4,0.4
1600,211.46666666666667,rblYSKz_VnI,208,195.2,0.923076923076923,3.1,3.5
1602,255.2979,_yyJuhlhDDA,256,251.4,0.9847319543168981,0.8,0.5
1603,228.653,Iw3izcZd9zU,241,221.1,0.9669674135043057,7.8,0.6
1604,216.95015,rY0WxgSXdEE,223,194.7,0.8974411863739203,19.9,15.0
1605,122.83095,-tJYN-eG1zk,135,118.6,0.9655546912239952,6.5,0.5
1606,181.0579,ZPhcoL6N9Uo,239,171.5,0.9472108093598789,0.7,0.7
1607,343.46115,Ro2gUiAFjN8,344,339.5,0.9884669634396788,0.9,0.7
1608,387.7387,g2N0TkfrQhY,407,379.9,0.9797835501073274,19.3,0.5
1610,248.009725,Od6hY_50Dh0,272,234.9,0.947140278470935,17.3,5.5
1611,220.555025,JU5LMG3WFBw,234,168.7,0.7648884898451077,50.0,44.6
1612,248.95015,3H-OY7KijuU,249,245.7,0.9869445750484585,0.3,0.4
1613,177.21466666666663,ho7796-au8U,211.0,172.1,0.9711385814567645,16.6,1.1
1614,258.142,Xz-WKZnK_5Y,411,166.3,0.6442190732232648,18.3,12.7
1615,251.97716666666668,PHZ1Bii7Uwk,258,245.6,0.9746914899035163,0.8,0.9
1616,203.18041666666667,5X-Mrc2l1d0,203,199.5,0.9818859675206558,1.0,1.3
1618,217.36491666666663,6xAtbkRMgqU,218,214.3,0.9858996717884941,0.6,0.5
1619,221.9885833333333,K4VHhOa6hqg,222,218.2,0.9829334316366871,0.4,0.2
